Дата создания документа	Идентификатор накладной	№ вагона	№ накладной	Состояние накладной	Дата приемосд. (все док-ты)	Дата прибытия	Дата раскр. (все док-ты)	Папка	Номер заявки	Идентификатор заявки	Код ТГНЛ Грузоотправителя	ОКПО Грузоотправителя	Наименование Грузоотправителя	Код ТГНЛ Грузополучателя	ОКПО Грузополучателя	Наименование Грузополучателя	Наим. станции отправления	Код станции отправления	Код плательщика на ст. отпр.	Код станции назначения	ОКПО порта назначения	Код груза ЕТ СНГ	Масса груза погруженая (кг)	Код типа собств. вагона	ОКПО организации собственника	Наим. организации собственника	Сумма сбора	Сумма налога	Количество вагонов	Срок доставки	Дата приемосд. (действующие до	Код плательщика на ст. назн.	Итого сумма по прибытию	Итого НДС по прибытию
16.08.2012 8:06:51	284397653	54459979	00547885	Работа с документом окончена	16.08.2012 1:00:52	22.08.2012 22:20:00	23.08.2012 6:01:30	Прибытие			9999		ТЭК СИНЬ ЮЭЙ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	29.08.2012	16.08.2012 1:00:52	1000587151	24274	4369,32
19.08.2012 3:46:34	284688762	54496831	00547887	Работа с документом окончена	19.08.2012 1:00:35	24.08.2012 7:54:00	24.08.2012 13:28:37	Прибытие			9999		СИНЬ ЮЭЙ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	01.09.2012	19.08.2012 1:00:35	1000587151	24274	4369,32
19.08.2012 3:49:16	284688841	54458864	00547889	Работа с документом окончена	19.08.2012 1:00:17	24.08.2012 7:54:00	24.08.2012 14:07:01	Прибытие			9999		СИНЬ ЮЭЙ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	01.09.2012	19.08.2012 1:00:17	1000587151	24274	4369,32
19.08.2012 5:33:09	284693029	54430467	00547903	Работа с документом окончена	19.08.2012 1:00:13	24.08.2012 7:54:00	24.08.2012 14:00:57	Прибытие			9999		СИНЬ ЮЭЙ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	01.09.2012	19.08.2012 1:00:13	1000587151	24274	4369,32
25.08.2012 4:22:18	285350367	54372776	00547905	Работа с документом окончена	25.08.2012 1:00:00	01.09.2012 8:03:00	01.09.2012 11:03:19	Прибытие			9999		ТЭК  СИНЬ ЮЭЙ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	20951	3771,18	1	07.09.2012	25.08.2012 1:00:00	1000587151	20951	3771,18
19.08.2012 3:43:23	284688651	54451935	00547907	Работа с документом окончена	19.08.2012 1:00:24	24.08.2012 7:54:00	24.08.2012 13:58:39	Прибытие			9999		СИНЬ ЮЭЙ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	01.09.2012	19.08.2012 1:00:24	1000587151	24274	4369,32
28.08.2012 4:47:17	285608713	54461256	00547909	Работа с документом окончена	28.08.2012 1:00:19	07.09.2012 17:05:00	08.09.2012 6:26:37	Прибытие			9999		синь юэй	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	10.09.2012	28.08.2012 1:00:19	1000587151	24274	4369,32
24.08.2012 14:29:43	285299393	54487962	00547914	Работа с документом окончена	24.08.2012 1:00:47	01.09.2012 8:03:00	01.09.2012 10:38:44	Прибытие			9999		СИНЬ МАНЬ	2031	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	06.09.2012	24.08.2012 1:00:47	1000587151	24274	4369,32
24.08.2012 14:39:11	285300901	54432513	00547915	Работа с документом окончена	24.08.2012 1:00:12	31.08.2012 8:37:00	31.08.2012 9:29:36	Прибытие			9999		СИНЬ МАНЬ	2031	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	06.09.2012	24.08.2012 1:00:12	1000587151	24274	4369,32
24.08.2012 14:42:05	285301379	54487665	00547916	Работа с документом окончена	24.08.2012 1:00:06	31.08.2012 8:37:00	31.08.2012 9:34:43	Прибытие			9999		СИНЬ МАНЬ	2031	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	06.09.2012	24.08.2012 1:00:06	1000587151	24274	4369,32
24.08.2012 14:36:07	285300397	54467584	00547917	Работа с документом окончена	24.08.2012 1:00:08	31.08.2012 8:37:00	31.08.2012 9:38:40	Прибытие			9999		СИНЬ МАНЬ	2031	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	06.09.2012	24.08.2012 1:00:08	1000587151	24274	4369,32
24.08.2012 14:33:47	285300011	54861497	00547918	Работа с документом окончена	24.08.2012 1:00:49	01.09.2012 8:03:00	01.09.2012 10:42:07	Прибытие			9999		СИНЬ МАНЬ	2031	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	20951	3771,18	1	06.09.2012	24.08.2012 1:00:49	1000587151	20951	3771,18
25.08.2012 13:29:19	285383478	54438304	00547919	Работа с документом окончена	25.08.2012 1:00:00	01.09.2012 8:03:00	01.09.2012 10:45:18	Прибытие			9999		СИНЬ ЮЭЙ	2031	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	07.09.2012	25.08.2012 1:00:00	1000587151	24274	4369,32
25.08.2012 13:30:59	285383609	54495577	00547920	Работа с документом окончена	25.08.2012 1:00:00	01.09.2012 8:03:00	01.09.2012 10:48:31	Прибытие			9999		СИНЬ ЮЭЙ	2031	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	07.09.2012	25.08.2012 1:00:00	1000587151	24274	4369,32
25.08.2012 13:20:44	285382865	54456165	00547921	Работа с документом окончена	25.08.2012 1:00:00	01.09.2012 8:03:00	01.09.2012 10:51:57	Прибытие			9999		СИНЬ ЮЭЙ	2031	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	07.09.2012	25.08.2012 1:00:00	1000587151	24274	4369,32
25.08.2012 13:22:53	285383017	54459904	00547930	Работа с документом окончена	25.08.2012 1:00:00	01.09.2012 8:03:00	01.09.2012 10:55:03	Прибытие			9999		СИНЬ ЮЭЙ	2031	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	07.09.2012	25.08.2012 1:00:00	1000587151	24274	4369,32
25.08.2012 13:26:06	285383256	54489208	00547931	Работа с документом окончена	25.08.2012 1:00:00	01.09.2012 8:03:00	01.09.2012 10:58:04	Прибытие			9999		СИНЬ ЮЭЙ	2031	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	07.09.2012	25.08.2012 1:00:00	1000587151	24274	4369,32
27.08.2012 22:06:11	285592911	54371851	00547936	Работа с документом окончена	27.08.2012 1:00:12	02.09.2012 9:55:00	02.09.2012 10:53:04	Прибытие			9999		МАНЖУРСКАЯ ТОРГ.ЭКОНОМ. КОМПАНИЯ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	20951	3771,18	1	09.09.2012	27.08.2012 1:00:12	1000587151	20951	3771,18
27.08.2012 22:07:18	285592950	54489521	00547938	Работа с документом окончена	27.08.2012 1:00:19	08.09.2012 17:00:00	09.09.2012 3:47:47	Прибытие			9999		МАНЖУРСКАЯ ТОРГ.ЭКОНОМ. КОМПАНИЯ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	09.09.2012	27.08.2012 1:00:19	1000587151	24274	4369,32
26.08.2012 13:54:54	285452262	54459607	00547940	Работа с документом окончена	26.08.2012 1:59:55	06.09.2012 22:14:00	07.09.2012 9:27:43	Прибытие			9999		МАНЖУРСКАЯ ТОРГ.ЭКОНОМ. КОМПАНИЯ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	08.09.2012	26.08.2012 1:59:55	1000587151	24274	4369,32
30.08.2012 5:19:44	285852778	54464672	00547941	Работа с документом окончена	30.08.2012 1:00:45	07.09.2012 17:05:00	08.09.2012 6:30:48	Прибытие			9999		СИНЬ МАНЬ	2031	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	12.09.2012	30.08.2012 1:00:45	1000587151	24274	4369,32
28.08.2012 6:16:03	285614537	54436183	00547944	Работа с документом окончена	28.08.2012 1:00:05	05.09.2012 8:24:00	05.09.2012 11:59:54	Прибытие			9999		СИНЬ ЮЭЙ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	10.09.2012	28.08.2012 1:00:05	1000587151	24274	4369,32
30.08.2012 5:14:33	285852568	54491436	00547946	Работа с документом окончена	30.08.2012 1:00:34	07.09.2012 17:05:00	08.09.2012 6:36:34	Прибытие			9999		СИНЬ МАНЬ	2031	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	12.09.2012	30.08.2012 1:00:34	1000587151	24274	4369,32
30.08.2012 5:17:53	285852699	54465414	00547948	Работа с документом окончена	30.08.2012 1:00:55	07.09.2012 17:05:00	08.09.2012 6:33:12	Прибытие			9999		СИНЬ МАНЬ	2031	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	12.09.2012	30.08.2012 1:00:55	1000587151	24274	4369,32
28.08.2012 10:26:00	285643545	54456769	00547959	Работа с документом окончена	28.08.2012 1:00:02	05.09.2012 8:24:00	05.09.2012 11:57:42	Прибытие			9999		СИНЬ ЮЭЙ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	10.09.2012	28.08.2012 1:00:02	1000587151	24274	4369,32
28.08.2012 10:36:45	285645222	54462601	00547960	Работа с документом окончена	28.08.2012 1:00:51	05.09.2012 8:24:00	05.09.2012 11:55:57	Прибытие			9999		СИНЬ ЮЭЙ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	10.09.2012	28.08.2012 1:00:51	1000587151	24274	4369,32
28.08.2012 10:40:06	285645705	54436878	00547961	Работа с документом окончена	28.08.2012 1:00:08	05.09.2012 8:24:00	05.09.2012 11:54:01	Прибытие			9999		СИНЬ ЮЭЙ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	10.09.2012	28.08.2012 1:00:08	1000587151	24274	4369,32
31.08.2012 8:12:53	285988316	54473277	00547963	Работа с документом окончена	31.08.2012 1:00:55	06.09.2012 22:14:00	07.09.2012 9:08:26	Прибытие			9999		СИНЬ ЮЭЙ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	13.09.2012	31.08.2012 1:00:55	1000587151	24274	4369,32
29.08.2012 5:33:08	285735120	54437421	00547964	Работа с документом окончена	29.08.2012 1:00:00	06.09.2012 22:14:00	07.09.2012 9:30:26	Прибытие			9999		СИНЬ ЮЭЙ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	11.09.2012	29.08.2012 1:00:00	1000587151	24274	4369,32
31.08.2012 7:03:08	285982697	54456173	00547965	Работа с документом окончена	31.08.2012 1:00:00	06.09.2012 22:14:00	07.09.2012 9:23:24	Прибытие			9999		СИНЬ ЮЭЙ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	13.09.2012	31.08.2012 1:00:00	1000587151	24274	4369,32
31.08.2012 2:10:23	285966779	54486204	00547966	Работа с документом окончена	30.08.2012 1:00:00	06.09.2012 22:14:00	07.09.2012 9:33:19	Прибытие			9999		СИНЬ ЮЭЙ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	13.09.2012	30.08.2012 1:00:00	1000587151	24274	4369,32
31.08.2012 7:01:35	285982587	54371992	00547967	Работа с документом окончена	31.08.2012 1:00:00	06.09.2012 22:14:00	07.09.2012 9:17:10	Прибытие			9999		СИНЬ ЮЭЙ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	20951	3771,18	1	13.09.2012	31.08.2012 1:00:00	1000587151	20951	3771,18
08.09.2012 15:10:38	286862999	54459433	00547968	В пути	08.09.2012 1:00:39			В пути			9999		СИНЬ ЮЭЙ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	0	0	1	21.09.2012	08.09.2012 1:00:39		0	0
08.09.2012 15:07:44	286862753	54440615	00547970	В пути	08.09.2012 1:00:45			В пути			9999		СИНЬ ЮЭЙ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	0	0	1	21.09.2012	08.09.2012 1:00:45		0	0
08.09.2012 15:13:30	286863181	54460241	00547971	В пути	08.09.2012 1:00:30			В пути			9999		СИНЬ ЮЭЙ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	0	0	1	21.09.2012	08.09.2012 1:00:30		0	0
08.09.2012 15:15:58	286863362	54452560	00547972	В пути	08.09.2012 1:00:59			В пути			9999		СИНЬ ЮЭЙ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	0	0	1	21.09.2012	08.09.2012 1:00:59		0	0
08.09.2012 15:04:24	286862526	54379060	00547973	В пути	08.09.2012 1:00:25			В пути			9999		СИНЬ ЮЭЙ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	0	0	1	21.09.2012	08.09.2012 1:00:25		0	0
30.08.2012 14:53:40	285922155	54455506	00547983	Работа с документом окончена	30.08.2012 1:00:42	05.09.2012 8:24:00	05.09.2012 11:46:12	Прибытие			9999		СИНЬ ЮЭЙ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	12.09.2012	30.08.2012 1:00:42	1000587151	24274	4369,32
30.08.2012 14:50:58	285921751	54452164	00547984	Работа с документом окончена	30.08.2012 1:00:04	05.09.2012 8:24:00	05.09.2012 11:49:53	Прибытие			9999		СИНЬ ЮЭЙ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	12.09.2012	30.08.2012 1:00:04	1000587151	24274	4369,32
30.08.2012 14:55:44	285922536	54377338	00547985	Работа с документом окончена	30.08.2012 1:00:46	05.09.2012 8:24:00	05.09.2012 11:52:07	Прибытие			9999		СИНЬ ЮЭЙ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	20951	3771,18	1	12.09.2012	30.08.2012 1:00:46	1000587151	20951	3771,18
05.09.2012 9:11:02	286500379	54441969	00547994	В пути	05.09.2012 1:00:03			В пути			9999		СИНЬ ЮЭЙ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421104	0	1	93294342	ООО "ТрансЛес"	0	0	1	18.09.2012	05.09.2012 1:00:03		0	0
09.08.2012 0:34:18	283663530	42596486	АГ922146	Работа с документом окончена	09.08.2012 0:34:22	15.08.2012 8:13:00	15.08.2012 13:19:14	Прибытие			2274	93294342	ООО "ТрансЛес"	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005	1002256437	895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	22.08.2012	09.08.2012 0:34:22	1002256437	24274	4369,32
31.08.2012 5:55:16	285978094	92613108	АГ922636	Работа с документом окончена	31.08.2012 1:00:20	06.09.2012 22:14:00	07.09.2012 9:39:16	Прибытие			2274	93294342	ООО "ТрансЛес"	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005	1002256437	895101		421034	0	1	93294342	ООО "ТрансЛес"	20951	3771,18	1	13.09.2012	31.08.2012 1:00:20	1002256437	20951	3771,18
25.07.2012 21:22:19	282216233	42635250	АР530612	Работа с документом окончена	28.07.2012 1:00:25	09.08.2012 13:45:00	10.08.2012 5:14:34	Прибытие			4048	58789423	ООО,,ТрансЦентр,,	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005	1002256437	893500		421034	0	1	93294342	ООО "ТрансЛес"	24232	4361,76	1	10.08.2012	28.07.2012 1:00:25	1002256437	24232	4361,76
29.07.2012 1:46:10	282534644	42415059	АР531397	Работа с документом окончена	29.07.2012 1:00:11	04.08.2012 22:20:00	05.08.2012 5:29:52	Прибытие			4048	58789423	ООО,,ТрансЦентр,,	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	11.08.2012	29.07.2012 1:00:11	1000587151	24274	4369,32
02.08.2012 22:46:36	283073602	42545814	АР532651	Работа с документом окончена	05.08.2012 1:00:00	13.08.2012 3:31:00	13.08.2012 5:50:29	Прибытие			4048	58789423	ООО,,ТрансЦентр,,	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005	1000587151	895101		421034	0	1	82404922	Открытое акционерное общество "Первая грузовая компания"	24274	4369,32	1	18.08.2012	05.08.2012 1:00:00	1000587151	24274	4369,32
03.08.2012 4:00:38	283083389	43228519	АР532723	Работа с документом окончена	06.08.2012 1:00:00	12.08.2012 3:27:00	12.08.2012 6:01:49	Прибытие			4048	58789423	ООО,,ТрансЦентр,,	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005	1000587151	895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	19.08.2012	06.08.2012 1:00:00	1000587151	24274	4369,32
03.08.2012 4:04:20	283083547	43757665	АР532724	Работа с документом окончена	06.08.2012 1:00:00	21.08.2012 14:20:00	22.08.2012 7:53:29	Прибытие			4048	58789423	ООО,,ТрансЦентр,,	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005	1000587151	893500		421034	0	1	82404922	Открытое акционерное общество "Первая грузовая компания"	24232	4361,76	1	19.08.2012	06.08.2012 1:00:00	1000587151	24232	4361,76
04.08.2012 2:26:12	283192413	43224302	АР532876	Работа с документом окончена	08.08.2012 1:00:00	15.08.2012 8:13:00	15.08.2012 13:15:39	Прибытие			4048	58789423	ООО,,ТрансЦентр,,	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005	1000587151	895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	21.08.2012	08.08.2012 1:00:00	1000587151	24274	4369,32
04.08.2012 2:31:38	283192539	42634717	АР532877	Работа с документом окончена	08.08.2012 1:00:00	13.08.2012 22:03:00	14.08.2012 5:11:52	Прибытие			4048	58789423	ООО,,ТрансЦентр,,	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005	1000587151	895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	21.08.2012	08.08.2012 1:00:00	1000587151	24274	4369,32
05.08.2012 8:02:36	283271742	42893040	АР533125	Работа с документом окончена	07.08.2012 1:00:00	13.08.2012 3:31:00	13.08.2012 6:02:50	Прибытие			4048	58789423	ООО,,ТрансЦентр,,	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005	1000587151	895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	20.08.2012	07.08.2012 1:00:00	1000587151	24274	4369,32
09.08.2012 7:54:18	283683716	43282789	АР534284	Работа с документом окончена	11.08.2012 1:00:00	19.08.2012 11:35:00	19.08.2012 14:01:29	Прибытие			4048	58789423	ООО,,ТрансЦентр,,	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005	1000587151	893500		421034	0	1	93294342	ООО "ТрансЛес"	24232	4361,76	1	24.08.2012	11.08.2012 1:00:00	1000587151	24232	4361,76
12.08.2012 13:39:34	284002166	92626084	АР535304	Работа с документом окончена	15.08.2012 1:00:00	23.08.2012 21:50:00	24.08.2012 4:34:34	Прибытие			4048	58789423	ООО,,ТрансЦентр,,	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005	1000587151	893500		421104	0	1	93294342	ООО "ТрансЛес"	20915	3764,7	1	28.08.2012	15.08.2012 1:00:00	1000587151	20915	3764,7
14.08.2012 4:01:24	284150539	43047612	АР535792	Испорчен	14.08.2012 1:00:00			Не действительны			4048	58789423	ООО,,ТрансЦентр,,	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005	1000587151	895101		421104	0	1	93294342	ООО "ТрансЛес"	0	0	1	24.08.2012			0	0
18.08.2012 18:39:45	284672572	42415059	АР537227	Работа с документом окончена	19.08.2012 1:00:00	30.08.2012 2:48:00	30.08.2012 5:19:49	Прибытие			4048	58789423	ООО,,ТрансЦентр,,	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005	1000587151	895101		421104	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	01.09.2012	19.08.2012 1:00:00	1000587151	24274	4369,32
21.08.2012 4:01:18	284874084	42635250	АР537724	Работа с документом окончена	23.08.2012 1:00:22	28.08.2012 7:35:00	28.08.2012 13:20:10	Прибытие			4048	58789423	ООО,,ТрансЦентр,,	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005	1000587151	893500		421034	0	1	93294342	ООО "ТрансЛес"	24232	4361,76	1	05.09.2012	23.08.2012 1:00:22	1000587151	24232	4361,76
23.08.2012 17:56:22	285204589	43228519	АР538812	Работа с документом окончена	27.08.2012 1:00:00	02.09.2012 9:55:00	02.09.2012 10:56:45	Прибытие			4048	58789423	ООО,,ТрансЦентр,,	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005	1000587151	895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	09.09.2012	27.08.2012 1:00:00	1000587151	24274	4369,32
26.08.2012 13:34:52	285450925	42634717	АР539473	Работа с документом окончена	28.08.2012 1:00:00	05.09.2012 8:24:00	05.09.2012 11:41:50	Прибытие			4048	58789423	ООО,,ТрансЦентр,,	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005	1000587151	895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	10.09.2012	28.08.2012 1:00:00	1000587151	24274	4369,32
26.08.2012 13:36:10	285451009	42893040	АР539474	Работа с документом окончена	28.08.2012 1:00:00	05.09.2012 8:24:00	05.09.2012 11:44:13	Прибытие			4048	58789423	ООО,,ТрансЦентр,,	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005	1000587151	895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	10.09.2012	28.08.2012 1:00:00	1000587151	24274	4369,32
29.08.2012 15:20:53	285804457	43462472	АР540338	Работа с документом окончена	29.08.2012 1:00:00	06.09.2012 6:04:00	06.09.2012 8:45:34	Прибытие			4048	58789423	ООО,,ТрансЦентр,,	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005	1000587151	893500		421104	0	1	82404922	Открытое акционерное общество "Первая грузовая компания"	24232	4361,76	1	13.09.2012	29.08.2012 1:00:00	1000587151	24232	4361,76
